company_key,Company Name,Company Website,Company LinkedIn,Company Industry,Company Country,lead_count
gcmgrosvenor.com,GCM Grosvenor,gcmgrosvenor.com,https://www.linkedin.com/company/gcmgrosvenor,financial services,United States,1
rsa.com,RSA Security,rsa.com,https://www.linkedin.com/company/rsasecurity,computer and network security,United States,3
nationsinfocorp.com,Nations Info Corp,nationsinfocorp.com,https://www.linkedin.com/company/nations-info-corp,"technology, information and internet",United States,1
bandwidth.com,Bandwidth Inc.,bandwidth.com,https://www.linkedin.com/company/bandwidth-inc,software development,United States,5
brightpattern.com,Bright Pattern,brightpattern.com,https://www.linkedin.com/company/brightpattern,software development,United States,2
beck-technology.com,Beck Technology,beck-technology.com,https://www.linkedin.com/company/beck-technology,software development,United States,1
gojohnsoninsurance.com,Johnson Insurance,gojohnsoninsurance.com,https://www.linkedin.com/company/johnson-insurance-services-inc,insurance,United States,1
hivepro.com,"Hive Pro, Inc.",hivepro.com,https://www.linkedin.com/company/hive-pro,computer and network security,United States,1
lightbitslabs.com,Lightbits Labs,lightbitslabs.com,https://www.linkedin.com/company/lightbits-labs,software development,United States,1
certifid.com,CertifID,certifid.com,https://www.linkedin.com/company/certifid,computer and network security,United States,1
altramotion.com,Altra Industrial Motion,altramotion.com,https://www.linkedin.com/company/altra-industrial-motion,"appliances, electrical, and electronics manufacturing",United States,2
advent.com,SS&C Advent,advent.com,https://www.linkedin.com/company/ssc-advent,financial services,United States,1
innervate.com,Innervate (formerly RevJet),innervate.com,https://www.linkedin.com/company/innervatecx,software development,United States,1
cloudian.com,Cloudian Inc,cloudian.com,https://www.linkedin.com/company/cloudian-inc,software development,United States,1
join.build,Join,join.build,https://www.linkedin.com/company/joindotbuild,construction,United States,1
vendavo.com,Vendavo,vendavo.com,https://www.linkedin.com/company/vendavo,software development,United States,1
exiger.com,Exiger,exiger.com,https://www.linkedin.com/company/exiger,software development,United States,2
iscmga.com,"ISC (Integrated Specialty Coverages, LLC)",iscmga.com,https://www.linkedin.com/company/iscmga,insurance,United States,1
socotra.com,Socotra,socotra.com,https://www.linkedin.com/company/socotra,software development,United States,1
heretto.com,Heretto,heretto.com,https://www.linkedin.com/company/heretto,software development,United States,1
rwtowne.com,Berkshire Hathaway HomeServices RW Towne Realty,rwtowne.com,https://www.linkedin.com/company/rwtowne,real estate,United States,2
appsflyer.com,AppsFlyer,appsflyer.com,https://www.linkedin.com/company/appsflyerhq,software development,United States,1
cloudbolt.io,CloudBolt Software,cloudbolt.io,https://www.linkedin.com/company/cloudbolt,software development,United States,1
leasecrunch.com,Crunchafi,leasecrunch.com,https://www.linkedin.com/company/crunchafi,accounting,United States,1
cryofuture.com,CryoFuture,cryofuture.com,https://www.linkedin.com/company/cryofuture,hospitals and health care,United States,1
nethealth.com,Net Health,nethealth.com,https://www.linkedin.com/company/net-health-systems-inc-,software development,United States,1
dexis.com,DEXIS,dexis.com,https://www.linkedin.com/company/dexisimaging,medical equipment manufacturing,United States,1
nexxen.com,Nexxen,http://www.nexxen.com,https://www.linkedin.com/company/nexxen-inc,advertising services,United States,2
alertus.com,Alertus Technologies,alertus.com,https://www.linkedin.com/company/alertus-technologies,software development,United States,1
rencomgroup.com,Renaissance,rencomgroup.com,https://www.linkedin.com/company/renaissance_2,advertising services,United States,1
bond-civilutility.com,BOND Civil & Utility Construction,bond-civilutility.com,https://www.linkedin.com/company/bond-civilutility,construction,United States,1
greenlight.guru,Greenlight Guru,greenlight.guru,https://www.linkedin.com/company/greenlight-guru,software development,United States,1
meliopayments.com,Melio,meliopayments.com,https://www.linkedin.com/company/meliopayments,financial services,United States,1
loancare.com,LoanCare,loancare.com,https://www.linkedin.com/company/loancare,financial services,United States,1
admis.com,ADM Investor Services,admis.com,https://www.linkedin.com/company/adm-investor-services,financial services,United States,1
vantage.sh,Vantage,vantage.sh,https://www.linkedin.com/company/vantage-sh,software development,United States,1
nari.org,NARI,nari.org,https://www.linkedin.com/company/nari,non-profit organizations,United States,1
accesstelecare.com,Access TeleCare,accesstelecare.com,https://www.linkedin.com/company/access-telecare,hospitals and health care,United States,1
koddi.com,Koddi,koddi.com,https://www.linkedin.com/company/koddi,software development,United States,1
opsera.io,Opsera,opsera.io,https://www.linkedin.com/company/opsera,software development,United States,1
resolve.io,Resolve,resolve.io,https://www.linkedin.com/company/the-real-resolve,software development,United States,2
crexi.com,Crexi,crexi.com,https://www.linkedin.com/company/crexi,software development,United States,3
tastewise.io,Tastewise,tastewise.io,https://www.linkedin.com/company/tastewise,software development,United States,1
peregrine.io,Peregrine,peregrine.io,https://www.linkedin.com/company/peregrine-technologies,software development,United States,6
brooks.com,Brooks Automation,brooks.com,https://www.linkedin.com/company/brooks-automation,semiconductor manufacturing,United States,1
getpromenade.com,Promenade Group,getpromenade.com,https://www.linkedin.com/company/promenade-co,"technology, information and internet",United States,1
helloflare.com,Flare,helloflare.com,https://www.linkedin.com/company/hello-flare,software development,United States,1
alkami.com,Alkami Technology,alkami.com,https://www.linkedin.com/company/alkamitech,financial services,United States,3
sysdynetechnologies.com,Sysdyne Technologies,sysdynetechnologies.com,https://www.linkedin.com/company/sysdyne-technologies,software development,United States,1
create.xyz,Anything,create.xyz,https://www.linkedin.com/company/anythingai,software development,United States,1
blueflame.ai,Blueflame AI,blueflame.ai,https://www.linkedin.com/company/blueflameai,software development,United States,1
3eco.com,3E,3eco.com,https://www.linkedin.com/company/3e-safer-world,software development,United States,2
rfgen.com,RFgen Software,rfgen.com,https://www.linkedin.com/company/rfgen-software,software development,United States,1
hawkemedia.com,Hawke Media,hawkemedia.com,https://www.linkedin.com/company/hawkemedia,advertising services,United States,3
cci-sav.com,"Coleman Company, Inc",cci-sav.com,https://www.linkedin.com/company/coleman-company-inc,civil engineering,United States,1
wealthcounsel.com,"WealthCounsel, LLC",wealthcounsel.com,https://www.linkedin.com/company/wealthcounsel-llc,law practice,United States,1
radsecurity.com,Robotic Assistance Devices,radsecurity.com,https://www.linkedin.com/company/robotic-assistance-devices-rad,public safety,United States,1
inseego.com,Inseego Corp,inseego.com,https://www.linkedin.com/company/inseego,telecommunications,United States,2
oncentrl.com,CENTRL Inc,oncentrl.com,https://www.linkedin.com/company/centrl,software development,United States,2
allvuesystems.com,Allvue Systems,allvuesystems.com,https://www.linkedin.com/company/allvuesystems,software development,United States,1
aras.com,Aras Corporation,aras.com,https://www.linkedin.com/company/aras-corporation,software development,United States,2
arbitersports.com,Arbiter,arbitersports.com,https://www.linkedin.com/company/arbiter-sports,software development,United States,1
gohealth.com,GoHealth,gohealth.com,https://www.linkedin.com/company/gohealth,insurance,United States,2
uptimeai.com,UptimeAI Inc.,uptimeai.com,https://www.linkedin.com/company/uptimeai-inc,software development,United States,2
investorflow.com,InvestorFlow,investorflow.com,https://www.linkedin.com/company/investorflow,software development,United States,2
order.co,Order.co,order.co,https://www.linkedin.com/company/order-company,software development,United States,1
zepp.com,Zepp Health,zepp.com,https://www.linkedin.com/company/zepp-health,wellness and fitness services,United States,1
leavitt.com,Leavitt Group,leavitt.com,https://www.linkedin.com/company/the-leavitt-group,insurance,United States,2
turnkey-lender.com,TurnKey Lender,turnkey-lender.com,https://www.linkedin.com/company/turnkey-lender,software development,United States,1
terragotech.com,TerraGo Technologies,terragotech.com,https://www.linkedin.com/company/terrago-technologies,software development,United States,1
listwithclever.com,Clever Real Estate,listwithclever.com,https://www.linkedin.com/company/cleverrealestate,real estate,United States,2
deephow.com,DeepHow,deephow.com,https://www.linkedin.com/company/deephow,software development,United States,1
addastar.com,The Allied Group - Renovation Experts,addastar.com,https://www.linkedin.com/company/allied-construction-management,construction,United States,1
sap.com,SAP Customer Experience,sap.com,https://www.linkedin.com/company/sapcx,software development,United States,5
coldstream.com,Coldstream,coldstream.com,https://www.linkedin.com/company/coldstream-capital-management,financial services,United States,1
symplast.com,Symplast,symplast.com,https://www.linkedin.com/company/symplast,software development,United States,1
steno.com,Steno,steno.com,https://www.linkedin.com/company/steno-inc,law practice,United States,4
ezo.io,EZO,ezo.io,https://www.linkedin.com/company/ezosolutions,software development,United States,1
onereach.ai,OneReach.ai,onereach.ai,https://www.linkedin.com/company/onereach,software development,United States,1
snapfinance.com,Snap Finance,snapfinance.com,https://www.linkedin.com/company/snap-finance,financial services,United States,2
spendflo.com,Spendflo,spendflo.com,https://www.linkedin.com/company/spendflo,software development,United States,1
autonomize.ai,Autonomize AI,autonomize.ai,https://www.linkedin.com/company/autonomizeai,software development,United States,1
grata.com,Grata,grata.com,https://www.linkedin.com/company/grata-data,software development,United States,2
ramp.com,Ramp,ramp.com,https://www.linkedin.com/company/ramp,financial services,United States,6
odessainc.com,Odessa,odessainc.com,https://www.linkedin.com/company/odessa-inc-,software development,United States,1
awcape.co.za,TydeCo,awcape.co.za,https://www.linkedin.com/company/tydecohq,financial services,United States,1
tropicapp.io,Tropic,tropicapp.io,https://www.linkedin.com/company/tropicapp,software development,United States,2
mytime.com,MyTime,mytime.com,https://www.linkedin.com/company/mytime,software development,United States,1
vecna.com,b Inc.,vecna.com,https://www.linkedin.com/company/b-inctech,software development,United States,1
sliprobotics.com,Slip Robotics,sliprobotics.com,https://www.linkedin.com/company/slip-robotics,truck transportation,United States,1
claraanalytics.com,CLARA Analytics,claraanalytics.com,https://www.linkedin.com/company/clara-analytics,insurance,United States,1
nexuminc.com,"Nexum, Inc.",nexuminc.com,https://www.linkedin.com/company/nexum-inc,computer and network security,United States,1
ccaps.umn.edu,University of Minnesota College of Continuing & Professional Studies,http://www.ccaps.umn.edu,https://www.linkedin.com/school/university-of-minnesota-college-of-continuing-and-professional-studies,higher education,United States,3
cosm.com,Cosm,cosm.com,https://www.linkedin.com/company/experiencecosm,entertainment providers,United States,3
sciencelogic.com,ScienceLogic,sciencelogic.com,https://www.linkedin.com/company/sciencelogic,software development,United States,4
wavity.com,Wavity Inc.,wavity.com,https://www.linkedin.com/company/wavity,software development,United States,1
beckett.com,Beckett Collectibles,beckett.com,https://www.linkedin.com/company/beckett-collectibles,online audio and video media,United States,1
vcm.com,Victory Capital,vcm.com,https://www.linkedin.com/company/victory-capital-management,financial services,United States,2
encompasstech.com,Encompass Technologies,encompasstech.com,https://www.linkedin.com/company/encompasstechnologies,software development,United States,2
well-hub.com,Wellhub,well-hub.com,https://www.linkedin.com/company/wellhub,wellness and fitness services,United States,3
asapp.com,ASAPP,asapp.com,https://www.linkedin.com/company/asappco,software development,United States,1
convr.com,Convr,convr.com,https://www.linkedin.com/company/convr,software development,United States,4
aeengr.com,"SkyIO, Inc.",aeengr.com,https://www.linkedin.com/company/skyioinc,automation machinery manufacturing,United States,1
madmobile.com,Mad Mobile,madmobile.com,https://www.linkedin.com/company/mad-mobile,software development,United States,1
uniphore.com,Uniphore,uniphore.com,https://www.linkedin.com/company/uniphore,software development,United States,2
vitelglobal.com,Vitel Global,vitelglobal.com,https://www.linkedin.com/company/vitel-global,telecommunications,United States,1
fp-usa.com,FP Mailing Solutions USA,fp-usa.com,https://www.linkedin.com/company/fp-mailing-solutions,retail office equipment,United States,1
tradestation.com,TradeStation,tradestation.com,https://www.linkedin.com/company/tradestation,financial services,United States,1
dls.com,Discovery Life Sciences,dls.com,https://www.linkedin.com/company/discoverylifesciences,biotechnology research,United States,2
nuvolo.com,Nuvolo,nuvolo.com,https://www.linkedin.com/company/nuvolo,software development,United States,1
atg.com,Art Technology Group,atg.com,https://www.linkedin.com/company/atg,software development,United States,1
incontextsolutions.com,InContext Solutions,incontextsolutions.com,https://www.linkedin.com/company/in-context-solutions,software development,United States,1
driveshop.com,DriveShopUSA,driveshop.com,https://www.linkedin.com/company/driveshopusa,motor vehicle manufacturing,United States,1
meshiq.com,meshIQ,meshiq.com,https://www.linkedin.com/company/meshiq,software development,United States,2
stampli.com,Stampli,stampli.com,https://www.linkedin.com/company/stampli,software development,United States,1
vetsource.com,Vetsource,vetsource.com,https://www.linkedin.com/company/vetsource,non-profit organizations,United States,1
brinqa.com,Brinqa,brinqa.com,https://www.linkedin.com/company/brinqa,computer and network security,United States,1
blueowl.com,Blue Owl Capital,blueowl.com,https://www.linkedin.com/company/blue-owl-capital,financial services,United States,7
strategicgroup.com,Strategic Investment Group,strategicgroup.com,https://www.linkedin.com/company/strategic-investment-group,financial services,United States,1
loganinternationalinc.com,"Logan International, an Innovex company",loganinternationalinc.com,https://www.linkedin.com/company/logan-international-inc,oil and gas,United States,2
apexfintechsolutions.com,Apex Fintech Solutions,apexfintechsolutions.com,https://www.linkedin.com/company/apex-fintech,financial services,United States,1
cargurus.com,CarGurus,cargurus.com,https://www.linkedin.com/company/cargurus,software development,United States,1
webpt.com,WebPT,webpt.com,https://www.linkedin.com/company/webpt,software development,United States,1
c2cresources.com,C2C Resources,c2cresources.com,https://www.linkedin.com/company/c2c-resources,financial services,United States,1
telcor.com,TELCOR Inc,telcor.com,https://www.linkedin.com/company/telcor,hospitals and health care,United States,1
gradle.com,Gradle Technologies,gradle.com,https://www.linkedin.com/company/gradle-technologies,software development,United States,2
varomoney.com,Varo Bank,varomoney.com,https://www.linkedin.com/company/varobank,banking,United States,2
informatica.com,Informatica,informatica.com,https://www.linkedin.com/company/informatica,software development,United States,2
genedx.com,GeneDx,genedx.com,https://www.linkedin.com/company/genedx,biotechnology research,United States,1
kelvin.cool,Kelvin Group,kelvin.cool,https://www.linkedin.com/company/thekelvingroup,construction,United States,1
creativesafetysupply.com,Creative Safety Supply,creativesafetysupply.com,https://www.linkedin.com/company/creative-safety-supply,retail office equipment,United States,1
vensure.com,Vensure Employer Solutions,vensure.com,https://www.linkedin.com/company/vensurehr,human resources services,United States,6
a.team,A.Team,a.team,https://www.linkedin.com/company/ateams,software development,United States,2
rmahq.org,RMA,rmahq.org,https://www.linkedin.com/company/the-risk-management-association,financial services,United States,1
filevine.com,Filevine,filevine.com,https://www.linkedin.com/company/filevine,software development,United States,6
apollo.io,Apollo.io,apollo.io,https://www.linkedin.com/company/apolloio,software development,United States,1
axiomupgrades.com,Axiom,axiomupgrades.com,https://www.linkedin.com/company/axiom-upgrades,software development,United States,1
vectorworks.net,Vectorworks,vectorworks.net,https://www.linkedin.com/company/vectorworks-inc,software development,United States,1
dtexsystems.com,DTEX,dtexsystems.com,https://www.linkedin.com/company/dtex-ai,software development,United States,2
thelevel.ai,Level AI,thelevel.ai,https://www.linkedin.com/company/level-ai,software development,United States,1
deegit.com,Deegit Global Talent Leaders,deegit.com,https://www.linkedin.com/company/deegit-inc,staffing and recruiting,United States,1
fishbowlinventory.com,Fishbowl,fishbowlinventory.com,https://www.linkedin.com/company/fishbowl,software development,United States,1
tixr.com,Tixr,tixr.com,https://www.linkedin.com/company/tixr,software development,United States,3
tenable.com,Tenable,tenable.com,https://www.linkedin.com/company/tenableinc,computer and network security,United States,2
digistore24.com,Digistore24 USA,digistore24.com,https://www.linkedin.com/company/digistore24-usa,"technology, information and internet",United States,2
rauland.com,Rauland,rauland.com,https://www.linkedin.com/company/rauland,software development,United States,1
callminer.com,CallMiner,callminer.com,https://www.linkedin.com/company/callminer,software development,United States,2
rider.edu,Rider University,rider.edu,https://www.linkedin.com/school/rider-university,higher education,United States,1
uhnwinstitute.org,The UHNW Institute,uhnwinstitute.org,https://www.linkedin.com/company/the-uhnw-institute,higher education,United States,1
workfusion.com,WorkFusion,workfusion.com,https://www.linkedin.com/company/workfusion,software development,United States,1
healthedge.com,HealthEdge,healthedge.com,https://www.linkedin.com/company/healthedge,software development,United States,1
augmentcode.com,Augment Code,augmentcode.com,https://www.linkedin.com/company/augmentinc,software development,United States,2
mind.io,MIND,mind.io,https://www.linkedin.com/company/mindsecurity,computer and network security,United States,1
boostlingo.com,Boostlingo,boostlingo.com,https://www.linkedin.com/company/boostlingo,software development,United States,1
glia.com,Glia,glia.com,https://www.linkedin.com/company/gliainc,financial services,United States,1
mursion.com,Mursion,mursion.com,https://www.linkedin.com/company/mursion,professional training and coaching,United States,1
ninjaone.com,NinjaOne,ninjaone.com,https://www.linkedin.com/company/ninjaone,software development,United States,4
cedar.com,Cedar,cedar.com,https://www.linkedin.com/company/cedar-inc.,hospitals and health care,United States,1
amtrav.com,AmTrav by Perk,amtrav.com,https://www.linkedin.com/company/amtrav,software development,United States,1
imagesourceinc.com,ImageSource,imagesourceinc.com,https://www.linkedin.com/company/imagesourceinc,software development,United States,1
mixmax.com,Mixmax AI,mixmax.com,https://www.linkedin.com/company/mixmax-inc-,software development,United States,1
firstinsight.com,"First Insight, Inc.",firstinsight.com,https://www.linkedin.com/company/firstinsight,software development,United States,1
newtekone.com,NewtekOne (NASDAQ: NEWT),newtekone.com,https://www.linkedin.com/company/newtekone,financial services,United States,2
datafyhq.com,Datafy,datafyhq.com,https://www.linkedin.com/company/datafy-hq,software development,United States,1
cesiumastro.com,CesiumAstro,cesiumastro.com,https://www.linkedin.com/company/cesiumastro,defense and space manufacturing,United States,1
outgrow.co,Outgrow.co,outgrow.co,https://www.linkedin.com/company/outgrow.co,advertising services,United States,1
paces.com,Paces,paces.com,https://www.linkedin.com/company/pacesai,software development,United States,1
glean.com,Glean,glean.com,https://www.linkedin.com/company/gleanwork,software development,United States,10
affinity.co,Affinity.co,affinity.co,https://www.linkedin.com/company/project-affinity,software development,United States,1
peacsolutions.com,PEAC Solutions,peacsolutions.com,https://www.linkedin.com/company/peac-solutions,financial services,United States,1
edgenext.com,EdgeNext,edgenext.com,https://www.linkedin.com/company/edgenextcdn,software development,United States,1
tributecompanies.com,Tribute Companies,tributecompanies.com,https://www.linkedin.com/company/tribute-companies,real estate,United States,1
otelier.io,Otelier,otelier.io,https://www.linkedin.com/company/oteliersoftware,hospitality,United States,1
kizen.com,Kizen,kizen.com,https://www.linkedin.com/company/growwithkizen,software development,United States,1
acoustic.com,Acoustic,acoustic.com,https://www.linkedin.com/company/goacoustic,software development,United States,1
ehs.com,VelocityEHS,ehs.com,https://www.linkedin.com/company/velocityehs,software development,United States,1
quantumworkplace.com,Quantum Workplace,quantumworkplace.com,https://www.linkedin.com/company/quantumworkplace,software development,United States,1
stateserv.com,Dragonfly Health,stateserv.com,https://www.linkedin.com/company/dfhealth,hospitals and health care,United States,1
fullstory.com,Fullstory,fullstory.com,https://www.linkedin.com/company/fullstory,software development,United States,2
ipdanalytics.com,IPD Analytics,ipdanalytics.com,https://www.linkedin.com/company/ipd-analytics,information services,United States,1
rakenapp.com,Raken,rakenapp.com,https://www.linkedin.com/company/raken,software development,United States,1
anonyome.com,"Anonyome Labs, Inc.",anonyome.com,https://www.linkedin.com/company/anonyome-labs-inc-,software development,United States,1
springoakscapital.com,"Spring Oaks Capital, LLC",springoakscapital.com,https://www.linkedin.com/company/spring-oaks-capital-llc,financial services,United States,1
staxpayments.com,Stax Payments,staxpayments.com,https://www.linkedin.com/company/staxpayments,financial services,United States,3
actionstep.com,Actionstep,actionstep.com,https://www.linkedin.com/company/actionstep,software development,United States,2
modiohealth.com,Modio Health,modiohealth.com,https://www.linkedin.com/company/modiohealth,hospitals and health care,United States,1
trypallet.com,Pallet,trypallet.com,https://www.linkedin.com/company/trypallet,software development,United States,1
sprig.com,Sprig,sprig.com,https://www.linkedin.com/company/sprig-official,software development,United States,1
lime.co,Lime Trading,lime.co,https://www.linkedin.com/company/limetrading,financial services,United States,1
primerx.io,PrimeRx.io,primerx.io,https://www.linkedin.com/company/primerx-io,software development,United States,1
factualdata.com,Factual Data,factualdata.com,https://www.linkedin.com/company/factual-data,financial services,United States,2
sentra.io,Sentra,sentra.io,https://www.linkedin.com/company/sentra-io,computer and network security,United States,1
officespacesoftware.com,OfficeSpace Software,officespacesoftware.com,https://www.linkedin.com/company/officespace-software,software development,United States,2
gocrisp.com,Crisp,gocrisp.com,https://www.linkedin.com/company/gocrisp,software development,United States,1
prnewswire.com,PR Newswire,prnewswire.com,https://www.linkedin.com/company/pr-newswire,public relations and communications services,United States,1
instabase.com,Instabase,instabase.com,https://www.linkedin.com/company/instabase,software development,United States,1
goodship.io,GoodShip,goodship.io,https://www.linkedin.com/company/goodship-io,software development,United States,3
bfcassociates.com,BFC Software,bfcassociates.com,https://www.linkedin.com/company/bfc-software,software development,United States,1
venturebeat.com,VentureBeat,venturebeat.com,https://www.linkedin.com/company/venturebeat,software development,United States,2
nexxt.com,"Nexxt, Inc.",nexxt.com,https://www.linkedin.com/company/nexxtinc,software development,United States,1
eldoradoresorts.com,"Isle of Capri Casinos (acquired by Eldorado Resorts, Inc.)",eldoradoresorts.com,https://www.linkedin.com/company/isle-of-capri-casino,gambling facilities and casinos,United States,3
qolo.io,Qolo,qolo.io,https://www.linkedin.com/company/qolo,financial services,United States,1
zonarsystems.com,Zonar Systems,zonarsystems.com,https://www.linkedin.com/company/zonar-systems,software development,United States,2
southernland.com,Southern Land Company,southernland.com,https://www.linkedin.com/company/southern-land-company,real estate,United States,1
cincpro.com,CINC,cincpro.com,https://www.linkedin.com/company/cincpro,real estate,United States,2
traceair.net,TraceAir Technologies,traceair.net,https://www.linkedin.com/company/traceair,construction,United States,1
mrcy.com,Mercury Systems,mrcy.com,https://www.linkedin.com/company/mercury-systems,defense and space manufacturing,United States,1
builderall.com,Builderall,builderall.com,https://www.linkedin.com/company/builderall,software development,United States,1
absolute.com,Absolute Security,http://www.absolute.com,https://www.linkedin.com/company/absolute-cyberresilience,computer and network security,United States,5
mirrorweb.com,MirrorWeb,mirrorweb.com,https://www.linkedin.com/company/mirrorweb,software development,United States,1
campspot.com,Campspot,campspot.com,https://www.linkedin.com/company/campspot,software development,United States,1
pindrop.com,Pindrop,pindrop.com,https://www.linkedin.com/company/pindrop,computer and network security,United States,2
cmgfi.com,CMG Financial,cmgfi.com,https://www.linkedin.com/company/cmgfinancial,financial services,United States,2
rohatyngroup.com,The Rohatyn Group,rohatyngroup.com,https://www.linkedin.com/company/the-rohatyn-group,financial services,United States,1
rainforestpay.com,Rainforest,rainforestpay.com,https://www.linkedin.com/company/rainforestpay,financial services,United States,1
burfordcapital.com,Burford Capital,burfordcapital.com,https://www.linkedin.com/company/burford-capital,financial services,United States,1
pipe17.com,Pipe17,pipe17.com,https://www.linkedin.com/company/pipe17,software development,United States,1
illumio.com,Illumio,illumio.com,https://www.linkedin.com/company/illumio,computer and network security,United States,1
chyron.com,Chyron,chyron.com,https://www.linkedin.com/company/chyron,broadcast media production and distribution,United States,1
westdale.com,Westdale Asset Management,westdale.com,https://www.linkedin.com/company/westdale-asset-management,real estate,United States,1
webai.com,webAI,webai.com,https://www.linkedin.com/company/webai-official,software development,United States,1
herodevs.com,HeroDevs,herodevs.com,https://www.linkedin.com/company/herodevs,software development,United States,1
masttro.com,Masttro,masttro.com,https://www.linkedin.com/company/masttro,software development,United States,1
blackcloak.io,BLACKCLOAK,blackcloak.io,https://www.linkedin.com/company/blackcloak,computer and network security,United States,2
sitetracker.com,Sitetracker,sitetracker.com,https://www.linkedin.com/company/sitetracker,software development,United States,1
parrbrown.com,Parr Brown Gee & Loveless,parrbrown.com,https://www.linkedin.com/company/parr-brown-gee-&-loveless,law practice,United States,1
journaltech.com,Journal Technologies,journaltech.com,https://www.linkedin.com/company/journaltech,software development,United States,1
fiduciarytrust.com,Fiduciary Trust International,fiduciarytrust.com,https://www.linkedin.com/company/fiduciary-trust-international,financial services,United States,2
yseop.com,Yseop,yseop.com,https://www.linkedin.com/company/yseop,software development,United States,1
sourcewell-mn.gov,Sourcewell,sourcewell-mn.gov,https://www.linkedin.com/company/sourcewell-gov,government administration,United States,5
financial-cents.com,Financial Cents,financial-cents.com,https://www.linkedin.com/company/financial-cents,software development,United States,1
coalitioninc.com,"Coalition, Inc.",coalitioninc.com,https://www.linkedin.com/company/coalitioninc,insurance,United States,2
archive360.com,Archive360,archive360.com,https://www.linkedin.com/company/archive360,software development,United States,1
entrust.com,Entrust,entrust.com,https://www.linkedin.com/company/entrust,software development,United States,5
buildops.com,BuildOps,buildops.com,https://www.linkedin.com/company/buildops,software development,United States,2
liongard.com,Liongard,liongard.com,https://www.linkedin.com/company/liongard,computer and network security,United States,1
marketsgroup.org,Markets Group,marketsgroup.org,https://www.linkedin.com/company/markets-group,financial services,United States,2
codinter.com,Codinter,codinter.com,https://www.linkedin.com/company/codinter-americas,machinery manufacturing,United States,1
techgc.co,The L Suite (TechGC),techgc.co,https://www.linkedin.com/company/thelsuite,professional training and coaching,United States,1
pontera.com,Pontera,pontera.com,https://www.linkedin.com/company/pontera,software development,United States,1
rxsense.com,RxSense,rxsense.com,https://www.linkedin.com/company/rxsense,hospitals and health care,United States,1
bizerba.com,Bizerba USA Inc,bizerba.com,https://www.linkedin.com/company/bizerba-usa-inc,"appliances, electrical, and electronics manufacturing",United States,1
unimax.com,Unimax,unimax.com,https://www.linkedin.com/company/unimax,software development,United States,1
justvanilla.com,Vanilla,justvanilla.com,https://www.linkedin.com/company/justvanilla,financial services,United States,2
hibid.com,HiBid Auctions,hibid.com,https://www.linkedin.com/company/hibidauctions,advertising services,United States,1
lucidlink.com,LucidLink,lucidlink.com,https://www.linkedin.com/company/lucidlink,software development,United States,2
hyperthermassociates.com,Hypertherm Associates,hyperthermassociates.com,https://www.linkedin.com/company/hyperthermassociates,manufacturing,United States,1
alliedpwr.com,Allied Power,alliedpwr.com,https://www.linkedin.com/company/alliedpwr,renewable energy semiconductor manufacturing,United States,1
lsq.com,LSQ Now eCapital,lsq.com,https://www.linkedin.com/company/lsq-funding-group,financial services,United States,1
nrsplus.com,National Retail Solutions (NRS Plus),nrsplus.com,https://www.linkedin.com/company/national-retail-solutions-nrs-plus-,retail,United States,1
onetrust.com,OneTrust,onetrust.com,https://www.linkedin.com/company/onetrust,software development,United States,9
xplortechnologies.com,Xplor Technologies,xplortechnologies.com,https://www.linkedin.com/company/xplor-technologies,software development,United States,4
starcompliance.com,StarCompliance,starcompliance.com,https://www.linkedin.com/company/starcompliance,financial services,United States,1
sambanova.ai,SambaNova,sambanova.ai,https://www.linkedin.com/company/sambanova,computer hardware manufacturing,United States,1
arkestro.com,Arkestro,arkestro.com,https://www.linkedin.com/company/arkestro,software development,United States,1
crowdbotics.com,Crowdbotics,crowdbotics.com,https://www.linkedin.com/company/crowdbotics,software development,United States,1
ideascale.com,IdeaScale,ideascale.com,https://www.linkedin.com/company/ideascale,software development,United States,1
res.us,Resource Environmental Solutions LLC,res.us,https://www.linkedin.com/company/res-us,environmental services,United States,1
netroadshow.com,NetRoadshow Inc.,netroadshow.com,https://www.linkedin.com/company/netroadshow,software development,United States,1
ben-en.com,BENEN (Bennett Engineering Services Inc),ben-en.com,https://www.linkedin.com/company/ben-en,civil engineering,United States,1
outdoorlivingsupply.net,Outdoor Living Supply,outdoorlivingsupply.net,https://www.linkedin.com/company/outdoorlivingsupply,wholesale building materials,United States,1
thomabravo.com,Thoma Bravo,thomabravo.com,https://www.linkedin.com/company/thoma-bravo,financial services,United States,2
emplifi.io,Emplifi,emplifi.io,https://www.linkedin.com/company/emplifi,software development,United States,1
postscript.io,Postscript,postscript.io,https://www.linkedin.com/company/postscriptio,software development,United States,1
elementum.com,Elementum AI,elementum.com,https://www.linkedin.com/company/elementum-ai,software development,United States,1
balto.ai,Balto,balto.ai,https://www.linkedin.com/company/baltosoftware,software development,United States,1
files.com,Files.com,files.com,https://www.linkedin.com/company/filesdotcom,software development,United States,1
preveil.com,PreVeil,preveil.com,https://www.linkedin.com/company/preveil,software development,United States,1
govexec.com,GovExec,govexec.com,https://www.linkedin.com/company/govexec,information services,United States,2
bera.ai,BERA,bera.ai,https://www.linkedin.com/company/bera-brand-management,advertising services,United States,2
freshrealm.com,FreshRealm,freshrealm.com,https://www.linkedin.com/company/freshrealm,food and beverage services,United States,1
blueridgeglobal.com,Blue Ridge,blueridgeglobal.com,https://www.linkedin.com/company/blue-ridge-global,software development,United States,1
